"Reported Date","Suburb - Incident","Postcode - Incident","Offence Level 1 Description","Offence Level 2 Description","Offence Level 3 Description","Offence count"
"04/09/2022","MOUNT GAMBIER","5290","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","2"
"04/09/2022","MUNNO PARA","5115","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"04/09/2022","MUNNO PARA","5115","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","MUNNO PARA WEST","5115","OFFENCES AGAINST THE PERSON","OTHER OFFENCES AGAINST THE PERSON","Abduction, harassment and other offences","1"
"04/09/2022","MURRAY BRIDGE","5253","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Common Assault","1"
"04/09/2022","NETHERBY","5062","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"04/09/2022","NETHERBY","5062","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","NETHERBY","5062","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","1"
"04/09/2022","NETLEY","5037","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","NEWTON","5074","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"04/09/2022","NOARLUNGA CENTRE","5168","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"04/09/2022","NORTH ADELAIDE","5006","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","NORTH ADELAIDE","5006","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"04/09/2022","NORTH ADELAIDE","5006","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","1"
"04/09/2022","NORTHFIELD","5085","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","NORTHFIELD","5085","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","NORTHGATE","5085","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"04/09/2022","NORTH HAVEN","5018","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"04/09/2022","NORTH HAVEN","5018","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"04/09/2022","NORWOOD","5067","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","NORWOOD","5067","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"04/09/2022","NOT DISCLOSED","NOT DISCLOSED","OFFENCES AGAINST THE PERSON","SEXUAL ASSAULT AND RELATED OFFENCES","Non-aggravated sexual assault","2"
"04/09/2022","OAKLANDS PARK","5046","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"04/09/2022","OLD REYNELLA","5161","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","2"
"04/09/2022","PARAFIELD GARDENS","5107","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","PARA HILLS","5096","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","PARA HILLS","5096","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","2"
"04/09/2022","PARA HILLS","5096","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","2"
"04/09/2022","PARALOWIE","5108","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","PARALOWIE","5108","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Non Residence","1"
"04/09/2022","PARALOWIE","5108","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","PARALOWIE","5108","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Receive or handle proceeds of crime","1"
"04/09/2022","PAYNEHAM","5070","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","PENNINGTON","5013","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","Other unlawful entry with intent","1"
"04/09/2022","PLYMPTON","5038","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","PLYMPTON PARK","5038","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"04/09/2022","PORT ADELAIDE","5015","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Assault police","1"
"04/09/2022","PORT ADELAIDE","5015","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","PORT AUGUSTA","5700","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","3"
"04/09/2022","PORT AUGUSTA","5700","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","PORT AUGUSTA","5700","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","2"
"04/09/2022","PORT AUGUSTA","5700","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault resulting in injury","1"
"04/09/2022","PORT AUGUSTA WEST","5700","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","2"
"04/09/2022","PORT AUGUSTA WEST","5700","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","PORT LINCOLN","5606","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","PORT LINCOLN","5606","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"04/09/2022","PORT LINCOLN","5606","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Common Assault","2"
"04/09/2022","PORT NEILL","5604","OFFENCES AGAINST THE PERSON","HOMICIDE AND RELATED OFFENCES","Murder","1"
"04/09/2022","PROSPECT","5082","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","RENMARK","5341","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Non Residence","1"
"04/09/2022","RENOWN PARK","5008","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"04/09/2022","RIDLEYTON","5008","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","RIDLEYTON","5008","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","Other unlawful entry with intent","1"
"04/09/2022","ROSTREVOR","5073","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","1"
"04/09/2022","ROYAL PARK","5014","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","ROYAL PARK","5014","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","SALISBURY","5108","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","2"
"04/09/2022","SALISBURY","5108","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","SALISBURY DOWNS","5108","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"04/09/2022","SALISBURY EAST","5109","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","SALISBURY NORTH","5108","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","3"
"04/09/2022","SALISBURY PARK","5109","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","SALISBURY PLAIN","5109","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"04/09/2022","SEAFORD","5169","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","SEAFORD","5169","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"04/09/2022","SEAFORD RISE","5169","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","SEAVIEW DOWNS","5049","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"04/09/2022","SEMAPHORE","5019","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault resulting in injury","1"
"04/09/2022","SMITHFIELD","5114","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","SMITHFIELD","5114","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","2"
"04/09/2022","SMITHFIELD","5114","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","SOMERTON PARK","5044","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"04/09/2022","SOUTH BRIGHTON","5048","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"04/09/2022","SPRINGFIELD","5062","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","2"
"04/09/2022","SPRINGFIELD","5062","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","2"
"04/09/2022","STRATHALBYN","5255","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Common Assault","1"
"04/09/2022","STURT","5047","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","TWO WELLS","5501","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","UNLEY","5061","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","VICTOR HARBOR","5211","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","VICTOR HARBOR","5211","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Common Assault","1"
"04/09/2022","VICTOR HARBOR","5211","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault resulting in injury","1"
"04/09/2022","VICTOR HARBOR","5211","OFFENCES AGAINST THE PERSON","OTHER OFFENCES AGAINST THE PERSON","Abduction, harassment and other offences","1"
"04/09/2022","WALKLEY HEIGHTS","5098","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"04/09/2022","WARRADALE","5046","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","WEST CROYDON","5008","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","WEST HINDMARSH","5007","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","WEST LAKES","5021","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","WEST LAKES","5021","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"04/09/2022","WEST LAKES","5021","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","1"
"04/09/2022","WEST RICHMOND","5033","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","WHYALLA NORRIE","5608","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","2"
"04/09/2022","WHYALLA PLAYFORD","5600","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","WHYALLA STUART","5608","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"04/09/2022","WHYALLA STUART","5608","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"04/09/2022","WILLUNGA","5172","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","WINDSOR GARDENS","5087","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"04/09/2022","WOODVILLE","5011","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","WOODVILLE GARDENS","5012","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","2"
"04/09/2022","WOODVILLE PARK","5011","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","WOODVILLE SOUTH","5011","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"04/09/2022","WOODVILLE WEST","5011","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","","","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","3"
"04/09/2022","","","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"05/09/2022","ABERFOYLE PARK","5159","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Graffiti","1"
"05/09/2022","ABERFOYLE PARK","5159","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"05/09/2022","ABERFOYLE PARK","5159","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"05/09/2022","ADELAIDE","5000","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","3"
"05/09/2022","ADELAIDE","5000","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Graffiti","1"
"05/09/2022","ADELAIDE","5000","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"05/09/2022","ADELAIDE","5000","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","5"
"05/09/2022","ADELAIDE","5000","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Receive or handle proceeds of crime","1"
"05/09/2022","ADELAIDE","5000","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"05/09/2022","ADELAIDE","5000","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","2"
"05/09/2022","ADELAIDE","5000","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Common Assault","3"
"05/09/2022","ADELAIDE","5000","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Other acts intended to cause injury","1"
"05/09/2022","ADELAIDE","5000","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"05/09/2022","ALBERTON","5014","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"05/09/2022","ALBERTON","5014","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Receive or handle proceeds of crime","2"
"05/09/2022","ALBERTON","5014","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"05/09/2022","ALDINGA","5173","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","2"
"05/09/2022","ALDINGA BEACH","5173","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"05/09/2022","ANDREWS FARM","5114","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"05/09/2022","ANGLE VALE","5117","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"05/09/2022","ANGLE VALE","5117","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"05/09/2022","ASCOT PARK","5043","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"05/09/2022","ASCOT PARK","5043","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"05/09/2022","ATHOL PARK","5012","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"05/09/2022","BERRI","5343","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"05/09/2022","BLAIR ATHOL","5084","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"05/09/2022","BLAKEVIEW","5114","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","Other unlawful entry with intent","1"
"05/09/2022","BLAKEVIEW","5114","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"05/09/2022","BLAKEVIEW","5114","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Receive or handle proceeds of crime","1"
"05/09/2022","BLAKEVIEW","5114","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"05/09/2022","BOLIVAR","5110","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"05/09/2022","BOWDEN","5007","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"05/09/2022","BOWDEN","5007","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","2"
"05/09/2022","BROADVIEW","5083","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"05/09/2022","BROOKLYN PARK","5032","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"05/09/2022","BURTON","5110","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"05/09/2022","BURTON","5110","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"05/09/2022","CAMDEN PARK","5038","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"05/09/2022","CAMPBELLTOWN","5074","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"05/09/2022","CAMPBELLTOWN","5074","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"05/09/2022","CAMPBELLTOWN","5074","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"05/09/2022","CEDUNA","5690","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"05/09/2022","CHARLTON GULLY","5607","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"05/09/2022","CHELTENHAM","5014","OFFENCES AGAINST THE PERSON","ROBBERY AND RELATED OFFENCES","Blackmail and extortion","1"
"05/09/2022","CHRISTIE DOWNS","5164","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","2"
"05/09/2022","CRAIGMORE","5114","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","4"
"05/09/2022","CUMBERLAND PARK","5041","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"05/09/2022","DAVOREN PARK","5113","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"05/09/2022","DAVOREN PARK","5113","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"05/09/2022","DAVOREN PARK","5113","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","Other unlawful entry with intent","1"
"05/09/2022","DAVOREN PARK","5113","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"05/09/2022","DEVON PARK","5008","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"05/09/2022","DEVON PARK","5008","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"05/09/2022","DEVON PARK","5008","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault resulting in injury","1"
"05/09/2022","DOVER GARDENS","5048","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"05/09/2022","DOVER GARDENS","5048","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
